customer_id,subscription_id,plan_name,amount,status,transaction_date
CUST9596,SUB13177,Enterprise,199,Canceled,2024-09-21
CUST6424,SUB52620,Basic,29,Active,2024-01-06
CUST4673,SUB82319,Enterprise,199,Active,2024-08-17
CUST1820,SUB15041,Enterprise,199,Canceled,2025-02-21
CUST7783,SUB15068,Pro,79,Active,2024-06-20
CUST3599,SUB25305,Basic,29,Active,2024-10-27
CUST3485,SUB66907,Pro,79,Active,2023-09-09
CUST8002,SUB81844,Pro,79,Active,2024-10-19
CUST6868,SUB93952,Basic,29,Active,2025-03-15
CUST6512,SUB56264,Enterprise,199,Active,2023-04-23
CUST5280,SUB57918,Pro,79,Active,2024-01-11
CUST2374,SUB26844,Enterprise,199,Canceled,2024-09-12
CUST9686,SUB91584,Pro,79,Active,2024-01-01
CUST7401,SUB32225,Enterprise,199,Active,2023-04-29
CUST9234,SUB53138,Pro,79,Active,2023-01-05
CUST8273,SUB42152,Basic,29,Active,2023-11-18
CUST8322,SUB20467,Basic,29,Active,2023-05-19
CUST2814,SUB47191,Enterprise,199,Active,2024-06-04
CUST3336,SUB94962,Enterprise,199,Active,2023-02-03
CUST3460,SUB94568,Pro,79,Active,2024-11-10
CUST1344,SUB82574,Enterprise,199,Active,2025-02-27
CUST5110,SUB40654,Enterprise,199,Active,2024-08-26
CUST4177,SUB97575,Basic,29,Active,2024-10-07
CUST2022,SUB91970,Enterprise,199,Active,2024-10-28
CUST4330,SUB69039,Pro,79,Active,2023-06-10
CUST5570,SUB47964,Enterprise,199,Active,2025-03-06
CUST8750,SUB23411,Pro,79,Canceled,2023-11-07
CUST8520,SUB58315,Pro,79,Active,2023-02-09
CUST2413,SUB52059,Pro,79,Active,2024-03-18
CUST5845,SUB53824,Basic,29,Active,2024-03-01
CUST7318,SUB43089,Basic,29,Active,2024-12-19
CUST2505,SUB51405,Pro,79,Active,2024-07-07
CUST3443,SUB82574,Enterprise,199,Active,2025-01-29
CUST9231,SUB57891,Enterprise,199,Active,2024-09-17
CUST7420,SUB52306,Basic,29,Active,2025-06-06
CUST8983,SUB51596,Basic,29,Active,2024-09-29
CUST7615,SUB66157,Enterprise,199,Canceled,2024-03-16
CUST2052,SUB45852,Basic,29,Active,2023-06-30
CUST1551,SUB95916,Pro,79,Active,2023-03-13
CUST4695,SUB90726,Pro,79,Active,2023-08-24
CUST9664,SUB22676,Pro,79,Canceled,2024-05-11
CUST7957,SUB53790,Pro,79,Active,2023-12-23
CUST5203,SUB22761,Basic,29,Active,2024-12-30
CUST2381,SUB16243,Enterprise,199,Active,2023-01-12
CUST4907,SUB15987,Enterprise,199,Active,2023-11-22
CUST4420,SUB41896,Pro,79,Active,2023-04-03
CUST9204,SUB18951,Enterprise,199,Active,2025-04-07
CUST5505,SUB81084,Basic,29,Active,2023-04-14
CUST6979,SUB76166,Pro,79,Active,2023-03-30
CUST5692,SUB16075,Basic,29,Active,2024-07-11
CUST4618,SUB37701,Basic,29,Canceled,2025-06-14
CUST4925,SUB89112,Basic,29,Active,2024-05-22
CUST8825,SUB37707,Enterprise,199,Active,2023-12-01
CUST7918,SUB27370,Enterprise,199,Active,2024-12-16
CUST7066,SUB93153,Enterprise,199,Active,2023-05-28
CUST9199,SUB85552,Enterprise,199,Active,2024-12-30
CUST1014,SUB56738,Pro,79,Active,2024-04-27
CUST8021,SUB41472,Pro,79,Active,2023-07-11
CUST8072,SUB41211,Basic,29,Active,2023-04-08
CUST8106,SUB80888,Basic,29,Active,2025-06-03
CUST8044,SUB89122,Pro,79,Canceled,2023-01-28
CUST1584,SUB72420,Enterprise,199,Active,2023-08-04
CUST2083,SUB53270,Pro,79,Active,2025-02-11
CUST1259,SUB93546,Enterprise,199,Active,2024-10-17
CUST3197,SUB41806,Basic,29,Active,2025-06-01
CUST9865,SUB85579,Pro,79,Active,2025-06-02
CUST5449,SUB78691,Basic,29,Canceled,2024-11-01
CUST9265,SUB79307,Enterprise,199,Active,2024-05-20
CUST4472,SUB78246,Enterprise,199,Canceled,2025-03-21
CUST8671,SUB88322,Enterprise,199,Active,2023-10-22
CUST8241,SUB80140,Pro,79,Active,2025-04-19
CUST2281,SUB99690,Basic,29,Active,2025-04-18
CUST8773,SUB42485,Enterprise,199,Active,2023-03-02
CUST7462,SUB50338,Basic,29,Active,2023-09-16
CUST1065,SUB84927,Enterprise,199,Active,2025-01-07
CUST1266,SUB17892,Basic,29,Canceled,2023-12-09
CUST2567,SUB30637,Pro,79,Active,2025-05-25
CUST7062,SUB15312,Pro,79,Active,2024-02-13
CUST9102,SUB74558,Enterprise,199,Active,2023-05-26
CUST1980,SUB43173,Pro,79,Active,2024-04-04
CUST7913,SUB71917,Enterprise,199,Active,2023-12-24
CUST4107,SUB87219,Enterprise,199,Active,2024-09-06
CUST6488,SUB89748,Enterprise,199,Active,2024-11-06
CUST7391,SUB38414,Enterprise,199,Active,2024-09-25
CUST9947,SUB47635,Basic,29,Active,2025-03-26
CUST9070,SUB90282,Basic,29,Active,2023-01-26
CUST7228,SUB80225,Basic,29,Active,2023-07-16
CUST6357,SUB84109,Enterprise,199,Active,2023-03-20
CUST2330,SUB70305,Enterprise,199,Active,2023-06-05
CUST9191,SUB29657,Basic,29,Active,2023-05-02
CUST1007,SUB85725,Enterprise,199,Active,2024-06-04
CUST3561,SUB27581,Pro,79,Canceled,2025-01-23
CUST8246,SUB27167,Basic,29,Active,2024-12-11
CUST6104,SUB17732,Pro,79,Active,2023-01-13
CUST6537,SUB58400,Basic,29,Active,2023-04-27
CUST2129,SUB58910,Basic,29,Active,2024-05-25
CUST3683,SUB61484,Enterprise,199,Active,2023-08-06
CUST8715,SUB95417,Basic,29,Canceled,2024-08-31
CUST4738,SUB36083,Enterprise,199,Active,2023-12-01
CUST2153,SUB62012,Pro,79,Active,2023-01-12
CUST5301,SUB39309,Basic,29,Active,2024-06-23
CUST9851,SUB87556,Pro,79,Active,2025-03-19
CUST5962,SUB90676,Basic,29,Active,2023-11-20
CUST1408,SUB74047,Enterprise,199,Active,2023-07-16
CUST3156,SUB55279,Basic,29,Active,2023-12-27
CUST9714,SUB63758,Basic,29,Active,2024-10-08
CUST7560,SUB49698,Basic,29,Canceled,2023-02-16
CUST9180,SUB60136,Basic,29,Active,2024-05-10
CUST6040,SUB20669,Enterprise,199,Active,2025-06-16
CUST8409,SUB35393,Pro,79,Active,2024-11-05
CUST7564,SUB49208,Enterprise,199,Active,2025-01-08
CUST8712,SUB28734,Pro,79,Active,2024-10-24
CUST5098,SUB58498,Basic,29,Canceled,2023-03-22
CUST2981,SUB51705,Enterprise,199,Active,2023-07-02
CUST4333,SUB54544,Basic,29,Active,2023-02-11
CUST7590,SUB28001,Enterprise,199,Canceled,2023-06-21
CUST4020,SUB27098,Enterprise,199,Active,2025-04-17
CUST8079,SUB41398,Pro,79,Active,2025-03-12
CUST9456,SUB24926,Basic,29,Active,2024-12-26
CUST7272,SUB75548,Pro,79,Active,2023-02-14
CUST7503,SUB67179,Basic,29,Active,2025-02-24
CUST7065,SUB64523,Enterprise,199,Active,2024-07-03
CUST8849,SUB77553,Enterprise,199,Active,2024-06-29
CUST1023,SUB53920,Enterprise,199,Active,2024-01-04
CUST6830,SUB99601,Enterprise,199,Active,2024-09-23
CUST3500,SUB27107,Enterprise,199,Canceled,2025-01-17
CUST5317,SUB42291,Basic,29,Active,2023-06-06
CUST5265,SUB50902,Pro,79,Canceled,2025-02-08
CUST3489,SUB24768,Pro,79,Canceled,2024-03-10
CUST5001,SUB83476,Enterprise,199,Active,2024-03-25
CUST7920,SUB12446,Pro,79,Active,2023-03-27
CUST7494,SUB13278,Basic,29,Active,2025-02-28
CUST3115,SUB21373,Enterprise,199,Active,2025-01-28
CUST6645,SUB19715,Pro,79,Active,2024-06-13
CUST2368,SUB88042,Enterprise,199,Active,2023-09-10
CUST5936,SUB17602,Pro,79,Active,2023-07-31
CUST1919,SUB39018,Basic,29,Canceled,2024-02-28
CUST2412,SUB40637,Pro,79,Active,2024-10-22
CUST7492,SUB62876,Basic,29,Active,2023-05-20
CUST7628,SUB66655,Basic,29,Active,2025-03-29
CUST6752,SUB19571,Basic,29,Active,2025-04-05
CUST2469,SUB56787,Basic,29,Active,2024-06-28
CUST2325,SUB65138,Basic,29,Active,2023-11-07
CUST3531,SUB69082,Enterprise,199,Active,2023-12-18
CUST8714,SUB98999,Basic,29,Active,2025-04-21
CUST5714,SUB42526,Basic,29,Canceled,2023-03-11
CUST7933,SUB29055,Pro,79,Active,2024-02-21
CUST4124,SUB88827,Pro,79,Active,2023-08-21
CUST3095,SUB41206,Basic,29,Active,2024-05-14
CUST4937,SUB16030,Basic,29,Active,2024-10-01
CUST9357,SUB65612,Basic,29,Active,2023-11-17
CUST8138,SUB35735,Pro,79,Canceled,2023-10-05
CUST9359,SUB50887,Basic,29,Active,2025-01-21
CUST6497,SUB85968,Enterprise,199,Active,2024-04-19
CUST9262,SUB46073,Enterprise,199,Active,2023-10-06
CUST4551,SUB80528,Basic,29,Active,2023-07-30
CUST3164,SUB86749,Pro,79,Active,2023-03-09
CUST6444,SUB31332,Enterprise,199,Active,2023-06-04
CUST2675,SUB52778,Basic,29,Active,2024-10-29
CUST6845,SUB52604,Basic,29,Active,2024-04-26
CUST3622,SUB55659,Enterprise,199,Active,2023-10-13
CUST1600,SUB99414,Enterprise,199,Active,2023-03-24
CUST6960,SUB39983,Enterprise,199,Active,2025-04-18
CUST8043,SUB23609,Pro,79,Active,2023-03-25
CUST2161,SUB72697,Enterprise,199,Canceled,2023-07-19
CUST1192,SUB35883,Pro,79,Active,2023-01-06
CUST3661,SUB81561,Pro,79,Active,2023-09-14
CUST4048,SUB35373,Enterprise,199,Active,2023-08-11
CUST6076,SUB61025,Enterprise,199,Active,2024-08-25
CUST9589,SUB50562,Enterprise,199,Active,2023-10-18
CUST1976,SUB71681,Enterprise,199,Active,2024-03-24
CUST9834,SUB36941,Enterprise,199,Active,2024-03-13
CUST4921,SUB86635,Enterprise,199,Active,2023-08-21
CUST4993,SUB38377,Basic,29,Active,2024-10-03
CUST6386,SUB71152,Pro,79,Active,2023-02-21
CUST4427,SUB32591,Basic,29,Canceled,2023-07-13
CUST9692,SUB28715,Basic,29,Active,2024-09-16
CUST1475,SUB26982,Basic,29,Active,2024-08-26
CUST7447,SUB90704,Basic,29,Active,2023-01-29
CUST2293,SUB94652,Pro,79,Active,2024-10-21
CUST4516,SUB20502,Enterprise,199,Active,2024-05-15
CUST4454,SUB18255,Enterprise,199,Active,2025-02-04
CUST6303,SUB16079,Basic,29,Active,2024-10-23
CUST3324,SUB50378,Basic,29,Active,2024-05-04
CUST4410,SUB14747,Basic,29,Active,2025-01-16
CUST4393,SUB21173,Basic,29,Active,2025-02-14
CUST8973,SUB17329,Pro,79,Active,2024-01-16
CUST1172,SUB27260,Enterprise,199,Active,2025-04-22
CUST8109,SUB69589,Basic,29,Active,2023-12-12
CUST3118,SUB98477,Pro,79,Active,2024-02-28
CUST1299,SUB50005,Pro,79,Active,2024-09-29
CUST1715,SUB20939,Basic,29,Active,2023-03-21
CUST2920,SUB63024,Pro,79,Active,2024-06-17
CUST7707,SUB74436,Pro,79,Active,2024-06-03
CUST5281,SUB50738,Basic,29,Active,2024-10-01
CUST4264,SUB23695,Enterprise,199,Active,2023-01-18
CUST7831,SUB29442,Basic,29,Active,2023-11-23
CUST4902,SUB61750,Enterprise,199,Active,2024-05-31
CUST8072,SUB31876,Enterprise,199,Canceled,2024-10-04
CUST1346,SUB60378,Basic,29,Active,2024-11-23
CUST6733,SUB78263,Pro,79,Active,2023-03-14
CUST7693,SUB63253,Enterprise,199,Active,2023-04-28
CUST9809,SUB32283,Basic,29,Active,2025-03-12
CUST6364,SUB66737,Enterprise,199,Active,2024-03-30
CUST5259,SUB11261,Basic,29,Active,2023-07-01
CUST8940,SUB25693,Enterprise,199,Active,2024-06-24
CUST3418,SUB36977,Pro,79,Active,2025-05-28
CUST9047,SUB45935,Pro,79,Active,2024-09-11
CUST2913,SUB81547,Enterprise,199,Active,2024-09-16
CUST5149,SUB10270,Basic,29,Active,2024-08-06
CUST2289,SUB94396,Pro,79,Active,2023-09-15
CUST8773,SUB94384,Basic,29,Active,2023-09-09
CUST7043,SUB74573,Enterprise,199,Active,2025-04-18
CUST6867,SUB42454,Basic,29,Active,2023-05-30
CUST7538,SUB76908,Enterprise,199,Active,2025-06-12
CUST9727,SUB77029,Pro,79,Canceled,2023-06-19
CUST7197,SUB28037,Enterprise,199,Active,2023-01-21
CUST8996,SUB57837,Basic,29,Active,2024-03-05
CUST3206,SUB74045,Enterprise,199,Active,2023-01-28
CUST8640,SUB96536,Pro,79,Canceled,2024-05-08
CUST9712,SUB36396,Pro,79,Canceled,2023-12-05
CUST5515,SUB68343,Enterprise,199,Active,2023-02-24
CUST7500,SUB31474,Basic,29,Active,2023-08-09
CUST6105,SUB15933,Basic,29,Active,2023-11-12
CUST1452,SUB10294,Enterprise,199,Active,2024-07-27
CUST1442,SUB76849,Pro,79,Active,2024-03-09
CUST1560,SUB91597,Enterprise,199,Active,2024-02-06
CUST9401,SUB75565,Pro,79,Canceled,2024-10-29
CUST3955,SUB60290,Enterprise,199,Active,2025-03-11
CUST5299,SUB67436,Enterprise,199,Canceled,2023-09-18
CUST8990,SUB95863,Basic,29,Active,2024-04-25
CUST2464,SUB27375,Enterprise,199,Active,2023-10-25
CUST8433,SUB21163,Enterprise,199,Active,2024-09-04
CUST2766,SUB98531,Basic,29,Active,2024-09-12
CUST3240,SUB28063,Enterprise,199,Active,2025-01-11
CUST3899,SUB27862,Basic,29,Active,2024-01-18
CUST3080,SUB26605,Enterprise,199,Active,2023-07-06
CUST3419,SUB11451,Pro,79,Active,2024-01-18
CUST5819,SUB82714,Enterprise,199,Active,2024-06-23
CUST9207,SUB60519,Enterprise,199,Active,2024-06-18
CUST2601,SUB50224,Enterprise,199,Active,2025-01-10
CUST9927,SUB37089,Enterprise,199,Active,2023-10-31
CUST3089,SUB72734,Pro,79,Active,2023-12-04
CUST2186,SUB75279,Enterprise,199,Active,2023-04-20
CUST9729,SUB33247,Basic,29,Active,2025-01-22
CUST9128,SUB86069,Pro,79,Active,2023-08-24
CUST1500,SUB99307,Enterprise,199,Active,2023-10-07
CUST2014,SUB86160,Enterprise,199,Active,2025-05-24
CUST4371,SUB31985,Enterprise,199,Active,2023-07-06
CUST5740,SUB95972,Enterprise,199,Active,2025-02-28
CUST6163,SUB70430,Enterprise,199,Active,2025-01-03
CUST6809,SUB44952,Basic,29,Active,2024-09-15
CUST1242,SUB33678,Enterprise,199,Active,2024-11-07
CUST8222,SUB79987,Pro,79,Active,2025-03-15
CUST9180,SUB91466,Basic,29,Canceled,2024-11-05
CUST3088,SUB13468,Enterprise,199,Active,2024-11-23
CUST4981,SUB70427,Basic,29,Active,2025-03-17
CUST2332,SUB58625,Enterprise,199,Active,2024-10-16
CUST7121,SUB20248,Pro,79,Active,2023-05-30
CUST5582,SUB45992,Basic,29,Active,2025-02-18
CUST3224,SUB78493,Basic,29,Active,2025-03-11
CUST5145,SUB48752,Enterprise,199,Active,2025-01-14
CUST7903,SUB97455,Basic,29,Active,2024-02-16
CUST3828,SUB63038,Enterprise,199,Active,2024-02-07
CUST3964,SUB89039,Basic,29,Active,2023-12-18
CUST6095,SUB14540,Basic,29,Active,2023-07-15
CUST9188,SUB54377,Enterprise,199,Active,2024-02-01
CUST3288,SUB11906,Enterprise,199,Active,2024-11-18
CUST1065,SUB62085,Enterprise,199,Active,2023-04-12
CUST1558,SUB24343,Enterprise,199,Active,2024-05-07
CUST4239,SUB54507,Pro,79,Canceled,2023-03-30
CUST3582,SUB21225,Basic,29,Canceled,2025-05-28
CUST1125,SUB67753,Pro,79,Active,2024-06-30
CUST4650,SUB96680,Pro,79,Active,2024-08-10
CUST2613,SUB46035,Basic,29,Active,2023-02-16
CUST3232,SUB10372,Basic,29,Active,2023-09-24
CUST7774,SUB48366,Basic,29,Active,2023-01-21
CUST3659,SUB10311,Enterprise,199,Active,2025-04-07
CUST7205,SUB88436,Pro,79,Active,2025-02-27
CUST3423,SUB37373,Enterprise,199,Active,2025-01-19
CUST8186,SUB42438,Enterprise,199,Active,2023-04-23
CUST2939,SUB10269,Basic,29,Canceled,2023-11-19
CUST9094,SUB17772,Enterprise,199,Active,2023-04-23
CUST2406,SUB35934,Basic,29,Active,2023-09-03
CUST9152,SUB92296,Basic,29,Active,2023-02-18
CUST9103,SUB52735,Pro,79,Active,2023-07-22
CUST5408,SUB91425,Basic,29,Canceled,2024-04-29
CUST7305,SUB89222,Enterprise,199,Active,2023-10-04
CUST6661,SUB96845,Enterprise,199,Active,2025-02-18
CUST3928,SUB27832,Enterprise,199,Active,2023-02-19
CUST9715,SUB37535,Enterprise,199,Active,2023-07-23
CUST7266,SUB87091,Pro,79,Active,2024-05-13
CUST6705,SUB60499,Pro,79,Active,2024-01-27
CUST2224,SUB52843,Basic,29,Active,2023-01-11
CUST9033,SUB78020,Basic,29,Active,2023-12-03
CUST4349,SUB48187,Pro,79,Active,2024-03-11
CUST9725,SUB83000,Enterprise,199,Active,2025-04-30
CUST3595,SUB10674,Enterprise,199,Active,2025-06-09
CUST4268,SUB47840,Basic,29,Active,2025-06-03
CUST7515,SUB72316,Enterprise,199,Active,2023-04-02
CUST9503,SUB66125,Enterprise,199,Active,2025-04-24
CUST2890,SUB86384,Enterprise,199,Active,2025-01-15
CUST7857,SUB26610,Enterprise,199,Active,2023-04-23
CUST4134,SUB66913,Pro,79,Canceled,2023-07-11
CUST5696,SUB21135,Pro,79,Active,2024-08-19
CUST3455,SUB85164,Enterprise,199,Active,2024-09-04
CUST6639,SUB12699,Pro,79,Active,2023-04-26
CUST1052,SUB76383,Basic,29,Canceled,2023-06-18
CUST2110,SUB27748,Enterprise,199,Active,2024-02-08
CUST8499,SUB42010,Basic,29,Active,2024-10-27
CUST9449,SUB46364,Basic,29,Active,2023-08-13
CUST4673,SUB99779,Pro,79,Canceled,2024-05-12
CUST4347,SUB18160,Basic,29,Active,2024-11-04
CUST8207,SUB39365,Enterprise,199,Active,2023-11-30
CUST7689,SUB36737,Basic,29,Active,2023-12-08
CUST4053,SUB25298,Basic,29,Active,2024-06-16
CUST7481,SUB98409,Enterprise,199,Active,2023-03-23
CUST4083,SUB53527,Pro,79,Canceled,2023-12-21
CUST8222,SUB24164,Enterprise,199,Active,2023-06-16
CUST3856,SUB61119,Basic,29,Canceled,2024-08-31
CUST9531,SUB74509,Pro,79,Canceled,2024-03-31
CUST5415,SUB22090,Basic,29,Active,2024-08-10
CUST5661,SUB84204,Basic,29,Canceled,2023-11-08
CUST1582,SUB56946,Pro,79,Active,2023-07-09
CUST9990,SUB11944,Enterprise,199,Active,2024-07-30
CUST1168,SUB51673,Enterprise,199,Active,2024-09-25
CUST4498,SUB56541,Pro,79,Active,2023-11-30
CUST1303,SUB44686,Pro,79,Active,2024-06-24
CUST9441,SUB81939,Enterprise,199,Active,2024-04-02
CUST7855,SUB23285,Basic,29,Active,2024-09-16
CUST7447,SUB27412,Basic,29,Active,2024-07-31
CUST9964,SUB58526,Basic,29,Active,2024-07-09
CUST8411,SUB62072,Enterprise,199,Canceled,2025-01-21
CUST9449,SUB90820,Pro,79,Active,2023-03-07
CUST9957,SUB68674,Enterprise,199,Active,2023-05-09
CUST7597,SUB65007,Enterprise,199,Active,2023-10-28
CUST6223,SUB55485,Enterprise,199,Active,2024-05-01
CUST7644,SUB65049,Pro,79,Canceled,2024-12-03
CUST9337,SUB91869,Basic,29,Active,2025-04-09
CUST6576,SUB44628,Enterprise,199,Active,2025-01-05
CUST9830,SUB46527,Pro,79,Active,2023-06-06
CUST7260,SUB45612,Enterprise,199,Active,2023-01-12
CUST3894,SUB14827,Enterprise,199,Active,2023-02-27
CUST4490,SUB26965,Enterprise,199,Active,2023-11-26
CUST8275,SUB91977,Enterprise,199,Active,2025-06-02
CUST4904,SUB19244,Basic,29,Active,2024-12-21
CUST6262,SUB17466,Pro,79,Active,2025-01-09
CUST6005,SUB24001,Enterprise,199,Active,2023-07-15
CUST4634,SUB93796,Pro,79,Active,2023-05-20
CUST4154,SUB87910,Basic,29,Active,2024-06-11
CUST7197,SUB19018,Basic,29,Canceled,2023-05-20
CUST6817,SUB49665,Enterprise,199,Active,2024-03-21
CUST3219,SUB47976,Enterprise,199,Active,2025-01-27
CUST6161,SUB42237,Enterprise,199,Active,2023-06-11
CUST5344,SUB63402,Enterprise,199,Active,2024-09-12
CUST9101,SUB40810,Basic,29,Active,2023-03-26
CUST7121,SUB69892,Basic,29,Active,2025-04-20
CUST9968,SUB54500,Basic,29,Active,2025-05-27
CUST2073,SUB87317,Pro,79,Active,2023-11-20
CUST7068,SUB44333,Pro,79,Canceled,2024-06-25
CUST1205,SUB75018,Enterprise,199,Canceled,2023-09-07
CUST5517,SUB17273,Pro,79,Canceled,2024-03-02
CUST7950,SUB14064,Enterprise,199,Active,2023-04-21
CUST2175,SUB13703,Enterprise,199,Active,2023-11-11
CUST9114,SUB43620,Pro,79,Active,2024-05-28
CUST8110,SUB57213,Pro,79,Active,2023-01-08
CUST9946,SUB16997,Enterprise,199,Active,2024-06-26
CUST6247,SUB92083,Enterprise,199,Canceled,2025-04-19
CUST4794,SUB48142,Pro,79,Active,2023-12-05
CUST2804,SUB33923,Enterprise,199,Active,2023-01-14
CUST6327,SUB11345,Basic,29,Active,2023-12-09
CUST3701,SUB34232,Enterprise,199,Active,2025-05-06
CUST3487,SUB44432,Basic,29,Active,2024-12-24
CUST1116,SUB14928,Basic,29,Active,2024-04-26
CUST2342,SUB55698,Basic,29,Active,2024-03-16
CUST2261,SUB33645,Basic,29,Active,2025-02-16
CUST4026,SUB61978,Basic,29,Active,2024-02-12
CUST3542,SUB72209,Pro,79,Active,2023-06-06
CUST2424,SUB87047,Basic,29,Active,2024-04-17
CUST3603,SUB23564,Basic,29,Active,2023-03-17
CUST9916,SUB29939,Enterprise,199,Active,2023-04-29
CUST9284,SUB16137,Enterprise,199,Active,2024-10-06
CUST7411,SUB35006,Basic,29,Active,2025-01-06
CUST6070,SUB17781,Basic,29,Active,2023-10-11
CUST1617,SUB46324,Enterprise,199,Active,2024-11-09
CUST7013,SUB26985,Pro,79,Active,2023-11-12
CUST1836,SUB46965,Enterprise,199,Active,2023-06-07
CUST1021,SUB53047,Enterprise,199,Active,2024-07-07
CUST4031,SUB63260,Pro,79,Active,2023-03-18
CUST1841,SUB34960,Pro,79,Active,2023-09-24
CUST6977,SUB23459,Pro,79,Active,2024-10-05
CUST8064,SUB15600,Basic,29,Active,2025-01-27
CUST7017,SUB41965,Enterprise,199,Active,2025-01-27
CUST3408,SUB29027,Enterprise,199,Active,2024-04-13
CUST4091,SUB37507,Pro,79,Active,2023-04-06
CUST2345,SUB61597,Pro,79,Active,2023-07-09
CUST3482,SUB72215,Enterprise,199,Active,2025-05-18
CUST2094,SUB28430,Enterprise,199,Active,2024-04-22
CUST8839,SUB78365,Pro,79,Active,2023-12-17
CUST6978,SUB75006,Enterprise,199,Active,2024-07-27
CUST8447,SUB92107,Pro,79,Canceled,2025-06-16
CUST1431,SUB85319,Basic,29,Active,2024-03-16
CUST7413,SUB40991,Basic,29,Active,2024-12-08
CUST6590,SUB39324,Pro,79,Active,2023-07-05
CUST3312,SUB72083,Basic,29,Active,2023-05-21
CUST5702,SUB36496,Pro,79,Active,2025-04-14
CUST3471,SUB76590,Enterprise,199,Active,2024-05-02
CUST8473,SUB36338,Basic,29,Active,2024-05-07
CUST4126,SUB68773,Enterprise,199,Active,2023-06-28
CUST7118,SUB73583,Enterprise,199,Canceled,2024-03-05
CUST1485,SUB68590,Pro,79,Active,2024-05-03
CUST8900,SUB85393,Pro,79,Active,2023-01-15
CUST8976,SUB13977,Enterprise,199,Active,2023-09-06
CUST1522,SUB67759,Pro,79,Active,2023-05-04
CUST2094,SUB54355,Enterprise,199,Canceled,2025-06-04
CUST5432,SUB63071,Basic,29,Active,2024-10-03
CUST1744,SUB71969,Enterprise,199,Active,2023-05-29
CUST7185,SUB51838,Pro,79,Active,2024-02-04
CUST1964,SUB31364,Basic,29,Active,2023-05-07
CUST2577,SUB61673,Basic,29,Canceled,2024-09-14
CUST1704,SUB54595,Enterprise,199,Active,2023-04-12
CUST2619,SUB63455,Enterprise,199,Active,2023-02-27
CUST6537,SUB54885,Pro,79,Active,2024-08-10
CUST9655,SUB87209,Enterprise,199,Active,2024-10-25
CUST6525,SUB61289,Enterprise,199,Active,2023-08-04
CUST3640,SUB87632,Pro,79,Active,2024-03-26
CUST9002,SUB70566,Basic,29,Active,2025-02-14
CUST5828,SUB48001,Enterprise,199,Active,2025-02-17
CUST2008,SUB24491,Pro,79,Active,2024-11-26
CUST3270,SUB30186,Pro,79,Active,2023-07-16
CUST4073,SUB25276,Basic,29,Canceled,2023-11-26
CUST8106,SUB66960,Pro,79,Active,2023-09-13
CUST7244,SUB80356,Enterprise,199,Active,2025-06-15
CUST2544,SUB90046,Enterprise,199,Active,2024-10-29
CUST2976,SUB41642,Pro,79,Active,2023-04-09
CUST7698,SUB98021,Enterprise,199,Active,2023-04-02
CUST8404,SUB69762,Pro,79,Active,2023-09-25
CUST1167,SUB89557,Enterprise,199,Active,2024-10-18
CUST4450,SUB55750,Enterprise,199,Active,2025-03-13
CUST9127,SUB74067,Basic,29,Active,2024-12-12
CUST6485,SUB75659,Basic,29,Active,2023-07-04
CUST3009,SUB86527,Enterprise,199,Active,2025-02-13
CUST9396,SUB29191,Pro,79,Active,2023-09-12
CUST8614,SUB42680,Pro,79,Active,2024-05-18
CUST2746,SUB36280,Pro,79,Active,2023-04-25
CUST2683,SUB38837,Enterprise,199,Active,2025-05-19
CUST6623,SUB35775,Pro,79,Canceled,2024-08-17
CUST9145,SUB10319,Pro,79,Active,2024-11-29
CUST8770,SUB62281,Basic,29,Active,2025-05-17
CUST1571,SUB42505,Basic,29,Active,2024-07-23
CUST6839,SUB53319,Pro,79,Active,2025-01-09
CUST2009,SUB36130,Basic,29,Active,2024-09-18
CUST8060,SUB49943,Basic,29,Active,2024-01-11
CUST3826,SUB88491,Basic,29,Active,2023-09-07
CUST6406,SUB71876,Pro,79,Active,2023-02-27
CUST4214,SUB26697,Pro,79,Active,2023-01-07
CUST7825,SUB63418,Pro,79,Active,2024-02-05
CUST9340,SUB28902,Enterprise,199,Active,2024-11-14
CUST2197,SUB70039,Basic,29,Active,2024-10-16
CUST2963,SUB80912,Pro,79,Active,2023-09-10
CUST8409,SUB81601,Enterprise,199,Active,2023-07-16
CUST1537,SUB30390,Basic,29,Canceled,2025-04-06
CUST5572,SUB15268,Enterprise,199,Active,2024-10-16
CUST1900,SUB11557,Pro,79,Active,2025-05-22
CUST3575,SUB94334,Enterprise,199,Active,2023-08-02
CUST8001,SUB62814,Pro,79,Canceled,2024-12-28
CUST3658,SUB42702,Enterprise,199,Active,2024-06-06
CUST8917,SUB68763,Enterprise,199,Active,2025-05-29
CUST1070,SUB77078,Pro,79,Active,2023-06-29
CUST8802,SUB90478,Basic,29,Active,2025-01-25
CUST9591,SUB73011,Pro,79,Active,2023-06-14
CUST7240,SUB65579,Basic,29,Active,2024-02-02
CUST1796,SUB35176,Enterprise,199,Active,2024-12-31
CUST5832,SUB26138,Basic,29,Canceled,2025-05-25
CUST6616,SUB78460,Pro,79,Active,2023-07-11
CUST5402,SUB27964,Basic,29,Active,2025-02-17
CUST7453,SUB85363,Basic,29,Active,2024-07-13
CUST1034,SUB33660,Basic,29,Active,2023-05-23
CUST6418,SUB76451,Basic,29,Active,2023-05-12
CUST5567,SUB14524,Pro,79,Active,2023-11-23
CUST9341,SUB84748,Basic,29,Active,2024-10-11
